trackid,trackname,artist,artistid,genres,main_genre,danceability,energy,loudness,speechness,acousticness,instrumentalness,liveness,valence,tempo
4pWVML0NWtJNM7SzTSLFiy,all star (metal version),leo,5KWOCu1saEHAhPiLKlOLIy, comic comicmetal ,metal,0.618,0.935,-5.073,0.0361,0.00974,2.04e-06,0.0679,0.239,110.023
6ZertsLLGL2puI2Vj5iy5T,the thing that should not be (remastered),metallica,2ye2Wgw4gimLv2eAKyk1NB, hardrock metal oldschoolthrash rock thrashmetal ,metal,0.679,0.716,-10.14,0.0313,0.000108,0.349,0.126,0.485,111.827
0k6SIhFSeYNMFtSAlbdjT5,hold my metal,lure of iron,1AdHGUJqnmScezs94rvTr0, ,metal,0.502,0.962,-6.989,0.0407,0.54,0.928,0.147,0.529,101.956
0EJ3N6BhFDrUc26xBEpztv,"die, die my darling",metallica,2ye2Wgw4gimLv2eAKyk1NB, hardrock metal oldschoolthrash rock thrashmetal ,metal,0.449,0.975,-2.789,0.0582,0.00045,0.0,0.14,0.785,178.069
6Bau7xvbJLgmHW96Eyb7IF,meddle with metal,czarface,4John8fJ3LKqFho0pselVr, alternativehiphop hardcorehiphop hiphop ,metal,0.735,0.615,-10.827,0.385,0.0899,0.0,0.208,0.558,83.971
0SMRck5oZi9hc16L6FuRF6,chapel of love,the dixie cups,7ICvZfP4VHAPZ5Wdt03772, brillbuildingpop classicgirlgroup ,metal,0.539,0.364,-13.56,0.0341,0.395,0.0,0.131,0.59,123.056
4D6MvQ3FnVrPkYhq5WsN6H,heavy metal lover,lady gaga,1HY2Jd0NmPuamShAr6KMms, dancepop pop popdance ,metal,0.599,0.643,-8.463,0.0595,8.17e-05,0.19,0.222,0.701,115.978
5iLhIpIgGZxI7kjgj9807I,motorbreath (remastered),metallica,2ye2Wgw4gimLv2eAKyk1NB, hardrock metal oldschoolthrash rock thrashmetal ,metal,0.289,0.938,-6.083,0.163,0.000116,0.0615,0.106,0.349,173.882
303Dv657sK7ccnetJWMg8a,power rangers theme (metal version),leo,5KWOCu1saEHAhPiLKlOLIy, comic comicmetal ,metal,0.546,0.794,-4.326,0.0328,6.6e-05,0.0132,0.0407,0.362,96.984
4kNujQGCx2ytNLfYIEIcYP,kagerou,babymetal,630wzNP2OL7fl4Xl0GnMWq, comicmetal idolrock j-metal kawaiimetal ,metal,0.425,0.941,-2.326,0.077,3.1e-05,0.0168,0.409,0.282,97.498
480bEDb0BkDkmHctE0KHON,wicked game,him,74aLweE8FHHf4yN5TWv1GM, darkrock finnishalternativerock gothicmetal ,metal,0.513,0.875,-5.181,0.0484,0.00243,0.000271,0.105,0.523,120.39
48BSp63VnT4GwK8BxiwdTD,trapped under ice (remastered),metallica,2ye2Wgw4gimLv2eAKyk1NB, hardrock metal oldschoolthrash rock thrashmetal ,metal,0.242,0.989,-5.298,0.204,8.16e-05,0.0531,0.0528,0.054,162.98
2JSxox2wZF4xhGaeNmm6NO,guerrero del arco iris,rata blanca,632M26jlmnCrL8CqD5i7Kd, argentineheavymetal argentinerock latinmetal rockenespanol rockurbanomexicano ,metal,0.192,0.735,-11.46,0.0382,1.56e-05,0.706,0.102,0.3,168.667
5J6yRps4CWoBGT4NR5j6N5,mujer amante,rata blanca,632M26jlmnCrL8CqD5i7Kd, argentineheavymetal argentinerock latinmetal rockenespanol rockurbanomexicano ,metal,0.497,0.649,-10.205,0.0334,0.0145,3.78e-06,0.0477,0.567,115.357
0JPVYI5ZWNAlFPVMQUr2vx,la leyenda del hada y el mago,rata blanca,632M26jlmnCrL8CqD5i7Kd, argentineheavymetal argentinerock latinmetal rockenespanol rockurbanomexicano ,metal,0.175,0.869,-10.012,0.0985,0.0161,0.000132,0.278,0.423,75.953
6NPzSfNmGLrNFCqMeNMPKE,el beso de la bruja,rata blanca,632M26jlmnCrL8CqD5i7Kd, argentineheavymetal argentinerock latinmetal rockenespanol rockurbanomexicano ,metal,0.38,0.911,-10.952,0.0783,0.000169,0.00518,0.157,0.372,144.919
59vLdGpgNy142mI9258pv8,wap (metal version),leo,5KWOCu1saEHAhPiLKlOLIy, comic comicmetal ,metal,0.582,0.876,-4.225,0.211,0.0458,0.0,0.318,0.657,135.049
5PbwJY1uMKgCUnDTnAWJ3R,preludio obsesivo,rata blanca,632M26jlmnCrL8CqD5i7Kd, argentineheavymetal argentinerock latinmetal rockenespanol rockurbanomexicano ,metal,0.213,0.683,-9.523,0.0575,0.684,0.828,0.191,0.516,111.252
5piPHieFIgwZjWGwLtIax0,phantom lord (remastered),metallica,2ye2Wgw4gimLv2eAKyk1NB, hardrock metal oldschoolthrash rock thrashmetal ,metal,0.212,0.973,-5.307,0.322,0.000842,0.0213,0.0921,0.112,159.381
6EDO9iiTtwNv6waLwa1UUq,popstar (feat. drake),dj khaled,0QHgL1lAIqAw0HtD7YldmP, dancepop hiphop miamihiphop pop poprap rap southernhiphop trap ,pop,0.8,0.56,-4.818,0.261,0.057,0.0,0.134,0.45,163.071
6uFn47ACjqYkc0jADwEdj1,pop out (feat. lil tjay),polo g,6AgTAQt8XS6jRWi4sX7w49, chicagorap ,pop,0.772,0.639,-7.119,0.467,0.15,0.0,0.0698,0.261,168.112
2MbdDtCv5LUVjYy9RuGTgC,"whats poppin (feat. dababy, tory lanez & lil wayne) - remix",jack harlow,2LIk90788K0zvyj2JJVwkJ, deepundergroundhiphop kentuckyhiphop poprap rap ,pop,0.904,0.723,-5.224,0.26,0.0631,0.0,0.185,0.835,145.013
4GssB27iJeqmfGxS94Tfij,popular monster,falling in reverse,2CmaKO2zEGJ1NWpS1yfVGz, metalcore modernrock poppunk rapmetal rock ,pop,0.461,0.897,-3.982,0.092,0.00821,0.0,0.0965,0.358,165.107
1tkg4EHVoqnhR6iFEXb60y,what you know bout love,pop smoke,0eDvMgVFoNV3TpwtrVCoTj, brooklyndrill ,pop,0.709,0.548,-8.493,0.353,0.65,1.59e-06,0.133,0.543,83.995
0PvFJmanyNQMseIFrU708S,for the night (feat. lil baby & dababy),pop smoke,0eDvMgVFoNV3TpwtrVCoTj, brooklyndrill ,pop,0.823,0.586,-6.606,0.2,0.114,0.0,0.193,0.347,125.971
1jaTQ3nqY3oAAYyCTbIvnM,whats poppin,jack harlow,2LIk90788K0zvyj2JJVwkJ, deepundergroundhiphop kentuckyhiphop poprap rap ,pop,0.923,0.604,-6.671,0.245,0.017,0.0,0.272,0.826,145.062
5sbooPcNgIE22DwO0VNGUJ,pop/stars,k/da,4gOc8TsQed9eqnqJct2c5v, k-popgirlgroup ,pop,0.566,0.769,-4.342,0.0872,0.0183,0.0,0.108,0.385,170.036
2r6OAV3WsYtXuXjvJ1lIDi,hello (feat. a boogie wit da hoodie),pop smoke,0eDvMgVFoNV3TpwtrVCoTj, brooklyndrill ,pop,0.905,0.647,-5.065,0.107,0.0187,0.0,0.282,0.367,130.97
0So2sgVa8aJiARPl2P29u2,pope is a rockstar,sales,6vVztIuqdDHvYWxOEXCzjN, indiepop orlandoindie ,pop,0.725,0.446,-8.958,0.0287,0.85,0.243,0.107,0.311,90.024
5CFJRZRq6sdKKtRwNPWbYv,show out (with skepta & pop smoke),kid cudi,0fA0VVWsXO9YnASrzqfmYu, hiphop ohiohiphop rap ,pop,0.619,0.589,-6.531,0.124,0.43,0.000392,0.378,0.158,143.896
1jDbQz6tr52WgScCTXMnaN,pop,lil uzi vert,4O15NlyKLIASxsJ0PrXPfz, melodicrap phillyrap rap trap ,pop,0.741,0.599,-6.672,0.419,0.00961,0.0,0.785,0.276,139.891
5rZlwNFl01HqLWBQGryKSm,mood swings (feat. lil tjay),pop smoke,0eDvMgVFoNV3TpwtrVCoTj, brooklyndrill ,pop,0.48,0.602,-6.335,0.368,0.487,0.0,0.0848,0.269,179.798
2VIMXmWUIqhMqg6h5FOFPG,pop out again (feat. lil baby & gunna),polo g,6AgTAQt8XS6jRWi4sX7w49, chicagorap ,pop,0.862,0.689,-5.68,0.323,0.118,0.0,0.0729,0.364,83.964
3Jv1XgMPVjdN5xGfnRJ20s,pop that,french montana,6vXTefBL93Dj5IqAWq6OTv, hiphop poprap rap southernhiphop trap ,pop,0.734,0.892,-1.856,0.125,0.0648,0.0,0.58,0.605,138.031
17vGPZ5EsdvtgAOCD4FLWI,ap - music from the film boogie,pop smoke,0eDvMgVFoNV3TpwtrVCoTj, brooklyndrill ,pop,0.751,0.744,-6.859,0.177,0.152,0.000568,0.252,0.634,148.014
79s5XnCN4TJKTVMSmOx8Ep,dior,pop smoke,0eDvMgVFoNV3TpwtrVCoTj, brooklyndrill ,pop,0.548,0.805,-5.732,0.351,0.212,0.000389,0.408,0.648,142.094
2TsD9kSbgYx5fSNRsoNURE,pop star (feat. kevin gates),dababy,4r63FhuTkUYltbVAg5TQnk, northcarolinahiphop rap ,pop,0.815,0.76,-4.632,0.331,0.0242,0.0,0.203,0.729,81.537
1H7KnK26kc1YyellpbINEn,the woo (feat. 50 cent & roddy ricch),pop smoke,0eDvMgVFoNV3TpwtrVCoTj, brooklyndrill ,pop,0.49,0.618,-5.655,0.104,0.0221,3.77e-06,0.259,0.286,99.7
25zlnOAzbVoOzIeXSvQFf1,got it on me,pop smoke,0eDvMgVFoNV3TpwtrVCoTj, brooklyndrill ,pop,0.688,0.647,-7.258,0.19,0.00815,1.65e-05,0.095,0.195,88.834
2g8HN35AnVGIk7B8yMucww,big poppa - 2005 remaster,the notorious b.i.g.,5me0Irg2ANcsgc93uaYrpb, eastcoasthiphop gangsterrap hardcorehiphop hiphop rap ,pop,0.78,0.575,-7.247,0.273,0.43,0.0,0.143,0.773,84.492
57BGVV6wcyhbn3hsjlqEZB,element,pop smoke,0eDvMgVFoNV3TpwtrVCoTj, brooklyndrill ,pop,0.772,0.878,-4.22,0.324,0.0301,2.18e-06,0.251,0.305,61.311
5mPSyjLatqB00IkPqRlbTE,pop style,drake,3TVXtAsR1Inumwj472S9r4, canadianhiphop canadianpop hiphop poprap rap torontorap ,pop,0.713,0.462,-10.027,0.123,0.192,2.16e-06,0.105,0.0594,133.053
7ckyFWvULtZGsPFxnZ3qiS,what do you mean?,justin bieber,1uNFoZAHBGtllmzznpCI3s, canadianpop pop post-teenpop ,pop,0.832,0.631,-6.19,0.0736,0.585,0.000892,0.0838,0.836,125.038
6KMx9cnJZsM1UFXCFmqcWz,yummy,justin bieber,1uNFoZAHBGtllmzznpCI3s, canadianpop pop post-teenpop ,pop,0.677,0.506,-6.652,0.0964,0.345,0.0,0.118,0.497,145.843
4E5IFAXCob6QqZaJMTw5YN,poppin' them thangs,g-unit,6evKD5JWJON3qPBJtUEmtY, gangsterrap hardcorehiphop hiphop poprap queenshiphop rap southernhiphop trap ,pop,0.769,0.818,-1.385,0.192,0.263,0.0,0.0787,0.918,88.017
2Y3USTCETS4xbjJOzT1Icm,adderall (corvette corvette) - remix,popp hunna,3fyhhXHbGVLuSHFk2SYx4I, phillyrap ,pop,0.921,0.718,-3.545,0.299,0.217,0.0,0.189,0.677,141.06
67dqgGMHss7YhafK1wWpTH,sorry,justin bieber,1uNFoZAHBGtllmzznpCI3s, canadianpop pop post-teenpop ,pop,0.679,0.748,-3.624,0.0385,0.0878,0.0,0.299,0.438,100.035
3ApAsbQP7d5GlFwwdExaTY,poplar st,glass animals,4yvcSjfu4PC0CYQyLy4wSq, gauzepop indietronica shiverpop ,pop,0.575,0.446,-7.802,0.0296,0.247,0.00567,0.137,0.259,68.985
4xXamcvtmNZpdW8mtcCO71,mood swings,pop smoke,0eDvMgVFoNV3TpwtrVCoTj, brooklyndrill ,pop,0.48,0.602,-6.335,0.368,0.487,0.0,0.0848,0.269,179.798
2ir5oPtxgZwNc3fxnPhnkA,what you know bout love,pop smoke,0eDvMgVFoNV3TpwtrVCoTj, brooklyndrill ,pop,0.584,0.547,-8.502,0.382,0.655,1.64e-06,0.134,0.56,83.917
25G8NNFBnjXgWCGtyPa1Ax,pop the trunk,yelawolf,68DWke2VjdDmA75aJX5C57, alabamarap hiphop poprap rap southernhiphop ,pop,0.912,0.673,-8.91,0.109,0.0995,0.0,0.103,0.123,120.157
6MO2bfLHKykUgCChFdw91H,"slide (remix) (feat. pop smoke, a boogie wit da hoodie & chris brown)",h.e.r.,3Y7RZ31TRPVadSFVy1o8os, alternativer&b dancepop pop r&b urbancontemporary ,pop,0.815,0.513,-8.363,0.244,0.0145,0.000102,0.14,0.17,96.982
0Jc8qF1mUPo1A96HE9QxZz,pop,*nsync,6Ff53KvcvAj5U7Z1vojB5o, boyband dancepop europop pop ,pop,0.706,0.861,-6.684,0.154,0.0341,0.0,0.127,0.923,119.946
7CyHSkPD9Hj1zDnUzYZnLF,ap - music from the film boogie,pop smoke,0eDvMgVFoNV3TpwtrVCoTj, brooklyndrill ,pop,0.758,0.757,-6.88,0.153,0.153,0.00186,0.253,0.693,147.945
3Eugjy9ObAlpPdS2gtOCe1,pop style - jack daily remix,jack daily,4hWzbhpeYBcpqFEHdvlAsO, ,pop,0.749,0.392,-8.801,0.0744,0.0363,0.102,0.0464,0.134,109.986
792HwhrdO3ErRKL5yRe4Ge,invincible,pop smoke,0eDvMgVFoNV3TpwtrVCoTj, brooklyndrill ,pop,0.548,0.732,-5.652,0.336,0.125,0.0,0.269,0.612,142.791
3Ddny34bFoYBb8dIGq5lwp,zoo york (feat. fivio foreign & pop smoke),lil tjay,6jGMq4yGs7aQzuGsMgVgZR, brooklyndrill melodicrap nycrap ,pop,0.565,0.569,-6.084,0.379,0.0352,8.81e-06,0.106,0.303,92.466
40mjsnRjCpycdUw3xhS20g,gatti,jackboys,7A8S43ryYdbWpJKeHRZRcq, rap trap ,pop,0.594,0.676,-5.808,0.344,0.135,0.0,0.163,0.472,143.477
0ZLuW8uOXdFNWcI40C0OC2,"whats poppin (feat. dababy, tory lanez & lil wayne) [remix] - bonus track",jack harlow,2LIk90788K0zvyj2JJVwkJ, deepundergroundhiphop kentuckyhiphop poprap rap ,pop,0.904,0.723,-5.224,0.26,0.0631,0.0,0.185,0.835,145.013
5zd9TgduWbfFXwgnm3K3Rz,poppin' my collar (feat. project pat),three 6 mafia,26s8LSolLfCIY88ysQbIuT, crunk dirtysouthrap gangsterrap hiphop memphishiphop poprap rap southernhiphop tennesseehiphop trap ,pop,0.729,0.795,-4.579,0.144,0.354,0.0,0.536,0.856,146.747
3aAmQOxRPeKDL0HMWFA5qn,adderall (corvette corvette),popp hunna,3fyhhXHbGVLuSHFk2SYx4I, phillyrap ,pop,0.913,0.391,-11.158,0.368,0.272,0.0,0.0666,0.713,141.05
15VIPlqNYLgN6T43kBAClE,pop a pill,gianni & kyle,5i4BaWy8YIun1u3RXwmlWn, pop poprap ,pop,0.688,0.551,-6.299,0.229,0.184,0.0,0.159,0.558,162.118
3DWjFSDEQ9IWz1mj449fB7,get back,pop smoke,0eDvMgVFoNV3TpwtrVCoTj, brooklyndrill ,pop,0.798,0.649,-6.546,0.306,0.0746,1.34e-05,0.517,0.566,142.006
6pON3dRrT5gVcPII6yJms5,dura,daddy yankee,4VMYDCV2IEDYJArk749S6m, latin latinhiphop reggaeton traplatino tropical ,pop,0.783,0.84,-3.416,0.051,0.174,0.0,0.412,0.838,95.002
2bx879t8gUpxkQ0avl8xTf,bubble pop electric,gwen stefani,4yiQZ8tQPux8cPriYMWUFP, dancepop europop hippop pop popdance poprock post-teenpop urbancontemporary ,pop,0.566,0.976,-3.866,0.262,0.000527,0.00265,0.114,0.354,193.979
5kkaSMcf4BFlhRRICCKZb6,something special,pop smoke,0eDvMgVFoNV3TpwtrVCoTj, brooklyndrill ,pop,0.739,0.616,-6.963,0.0338,0.252,1.93e-06,0.101,0.654,91.071
2mlGPkAx4kwF8Df0GlScsC,buttercup,jack stauber,1vVHevk2PD45epYnDi9CCc, pittsburghindie ,pop,0.705,0.373,-9.066,0.0384,0.723,0.81,0.289,0.551,120.046
5P8ArhBREv3TrvGhYFuNbE,señorita,shawn mendes,7n2wHs1TKAczGzO7Dd2rGr, canadianpop pop post-teenpop viralpop ,pop,0.759,0.54,-6.039,0.0287,0.037,0.0,0.0945,0.75,116.947
4RfRmGhwhjdmv1vJty3dnH,wolves,selena gomez,0C8ZW7ezQVs4URX5aX7Kqx, dancepop pop popdance post-teenpop ,pop,0.725,0.804,-4.614,0.0422,0.124,0.0,0.204,0.31,124.996
7gAF5nOkxgTC4dSPTko6hx,just dance,lady gaga,1HY2Jd0NmPuamShAr6KMms, dancepop pop popdance ,pop,0.813,0.74,-4.668,0.0327,0.0318,1.43e-05,0.166,0.699,118.976
0zbSzWYZhfRSSDS98CpBAS,lovegame,lady gaga,1HY2Jd0NmPuamShAr6KMms, dancepop pop popdance ,pop,0.894,0.678,-5.611,0.0523,0.00569,2.43e-06,0.317,0.844,105.029
02ouwE5fbYvRqRPhZQlcpU,can't be tamed - wideboys stadium radio remix,miley cyrus,5YGY8feqx7naU7z4HrwZM6, dancepop pop popdance post-teenpop ,pop,0.332,0.879,-2.823,0.0656,0.0275,0.0,0.241,0.672,130.599
2D2gTVLIdAuLp7LVLBP9GD,party in the u.s.a.,miley cyrus,5YGY8feqx7naU7z4HrwZM6, dancepop pop popdance post-teenpop ,pop,0.66,0.701,-4.649,0.0405,0.00112,0.00016,0.0871,0.436,96.002
0ccl2YDH1T9You24iCc8hn,born this way,lady gaga,1HY2Jd0NmPuamShAr6KMms, dancepop pop popdance ,pop,0.586,0.835,-5.117,0.146,0.00387,0.0,0.304,0.492,123.936
5z83Pqcb7VCvg0RFQi7713,party in the u.s.a.,miley cyrus,5YGY8feqx7naU7z4HrwZM6, dancepop pop popdance post-teenpop ,pop,0.66,0.701,-4.649,0.0405,0.00112,0.00016,0.0871,0.436,96.002
0fIffclhgJC5h8AdMMVvkp,welcome to the party,pop smoke,0eDvMgVFoNV3TpwtrVCoTj, brooklyndrill ,pop,0.637,0.723,-5.547,0.091,0.0134,7.87e-05,0.196,0.228,143.013
0M1zY53PpRJVn1lG2cgSMi,back to you - from 13 reasons why – season 2 soundtrack,selena gomez,0C8ZW7ezQVs4URX5aX7Kqx, dancepop pop popdance post-teenpop ,pop,0.6,0.725,-4.866,0.0487,0.0933,1.87e-06,0.12,0.506,102.056
63BcfK6YAzJYeISaTPr6IO,big poppa - 2007 remaster,the notorious b.i.g.,5me0Irg2ANcsgc93uaYrpb, eastcoasthiphop gangsterrap hardcorehiphop hiphop rap ,pop,0.765,0.671,-5.249,0.278,0.344,0.0,0.0506,0.798,84.5
7rSnKi58HPIVC0FVyh04Q1,shake the room (feat. quavo),pop smoke,0eDvMgVFoNV3TpwtrVCoTj, brooklyndrill ,pop,0.733,0.684,-4.748,0.177,0.142,0.0,0.179,0.437,142.04
0Hb2KGmwZez23POGBw2Xc2,pussy poppin (i don't really talk like this),rico nasty,2OaHYHb2XcFPvqL3VsyPzU, dancepop dmvrap escaperoom trapqueen ,pop,0.936,0.82,-2.554,0.325,0.163,0.0,0.0707,0.896,94.991
0Gnzo6rKTwwPXTux5Mi4gz,big poppa - 2005 remaster,the notorious b.i.g.,5me0Irg2ANcsgc93uaYrpb, eastcoasthiphop gangsterrap hardcorehiphop hiphop rap ,pop,0.78,0.575,-7.247,0.273,0.43,0.0,0.143,0.773,84.492
6SZwj6cjc8JQbkrr8cbIUn,oh klahoma,jack stauber,1vVHevk2PD45epYnDi9CCc, pittsburghindie ,pop,0.697,0.401,-10.216,0.0543,0.43,0.0109,0.316,0.478,108.996
2yAVzRiEQooPEJ9SYx11L3,blue (da ba dee) - gabry ponte ice pop radio,eiffel 65,64rxQRJsLgZwHHyWKB8fiF, bubblegumdance eurodance europop italianadultpop italodance ,pop,0.822,0.969,-11.471,0.0582,0.259,0.000153,0.39,0.765,128.007
42er1na9BHF1ERol51wg8M,imperfections (interlude),pop smoke,0eDvMgVFoNV3TpwtrVCoTj, brooklyndrill ,pop,0.774,0.513,-5.024,0.0778,0.907,0.0,0.11,0.324,91.03
3NWrHCwvyII4fTx05PN3IO,enjoy yourself (feat. karol g),pop smoke,0eDvMgVFoNV3TpwtrVCoTj, brooklyndrill ,pop,0.764,0.676,-6.761,0.0927,0.389,0.0,0.215,0.461,97.02
1Scx7ld9nGYS61gveueE8Y,i gotta feeling,black eyed peas,1yxSLGMDHlW21z4YXirZDS, dancepop pop popdance poprap ,pop,0.746,0.793,-5.725,0.0265,0.0519,0.0,0.421,0.656,127.973
1hg3RlqFZXJb5YgRoK9qmF,gangstas,pop smoke,0eDvMgVFoNV3TpwtrVCoTj, brooklyndrill ,pop,0.548,0.506,-7.434,0.102,0.203,0.0001,0.0788,0.557,119.987
6AGBk0a9dyiMuT7V30Ecm6,devuélveme el corazón,sebastian yatra,07YUOmWljBTXwIseAUd9TW, colombianpop latin latinpop reggaeton reggaetoncolombiano traplatino ,pop,0.572,0.787,-6.886,0.0776,0.0958,0.0,0.088,0.289,154.024
4OjqofETrFGjTSrRG38ca9,tbt,sebastian yatra,07YUOmWljBTXwIseAUd9TW, colombianpop latin latinpop reggaeton reggaetoncolombiano traplatino ,pop,0.794,0.855,-1.959,0.0466,0.0362,0.0,0.142,0.64,91.963
6KAUJXUqxMMruzIkiTkojN,runaway,sebastian yatra,07YUOmWljBTXwIseAUd9TW, colombianpop latin latinpop reggaeton reggaetoncolombiano traplatino ,pop,0.756,0.851,-3.33,0.0675,0.0336,0.0,0.126,0.934,75.014
5FXn5JHL50tDPMITGun9zh,girls in bikinis,poppy,5mlbvTfWUOfDrUIK6dkNzv, dancepop electropop escaperoom modernrock pop ,pop,0.886,0.893,-2.713,0.0612,0.116,0.0737,0.145,0.814,116.01
0mjohvhqknvgLoauLJuTmx,sorry not sorry,demi lovato,6S2OmqARrzebs0tKUEyXyp, dancepop pop popdance post-teenpop ,pop,0.705,0.643,-6.929,0.232,0.0242,0.0,0.262,0.884,143.944
5xiN930kliCdxclnqA1uT2,heart attack,demi lovato,6S2OmqARrzebs0tKUEyXyp, dancepop pop popdance post-teenpop ,pop,0.502,0.785,-4.803,0.104,0.0754,0.0,0.239,0.492,174.024
69rU9z5KBYRkQfkF6EHPUp,confident,demi lovato,6S2OmqARrzebs0tKUEyXyp, dancepop pop popdance post-teenpop ,pop,0.594,0.737,-6.309,0.0716,0.00183,0.000159,0.128,0.339,130.028
25zXRQGuwYZdIp88fVZOPC,wasting all these tears,cassadee pope,7ahuvq1mbb4idwG1iJbSFG, contemporarycountry countrypop popemo viralpop ,pop,0.465,0.772,-3.932,0.0378,0.0959,1.04e-05,0.167,0.257,155.83
1eevqSHsDujfScD4YqRNXC,wake me up - radio edit,avicii,1vCWHaC5f2uS3yhpwWbIA6, dancepop edm pop popdance ,pop,0.524,0.807,-4.16,0.0579,0.00415,0.000834,0.212,0.62,124.127
6HZ9VeI5IRFCNQLXhpF4bq,i love it (feat. charli xcx),icona pop,1VBflYyxBhnDc9uVib98rw, candypop dancepop edm electropop metropopolis pop popdance swedishelectropop swedishsynthpop ,pop,0.711,0.906,-2.671,0.0284,0.00952,1.64e-05,0.153,0.824,125.916
5JDcQAztvZTIkrWoZihgvC,a drop in the ocean,ron pope,6CmXhyslohOFRJMtPpRm4O, acousticpop neomellow pianorock poprock viralpop ,pop,0.447,0.393,-8.65,0.038,0.785,0.0,0.28,0.564,73.139
5fAcDBX2G5cQpPNsmTpvN4,wake me up - radio edit,avicii,1vCWHaC5f2uS3yhpwWbIA6, dancepop edm pop popdance ,pop,0.524,0.807,-4.16,0.0579,0.00415,0.000834,0.212,0.62,124.127
6juGTugssqMlvAUSwFu6DD,sos,avicii,1vCWHaC5f2uS3yhpwWbIA6, dancepop edm pop popdance ,pop,0.802,0.646,-6.121,0.0591,0.302,0.0,0.118,0.389,99.978
6LUE5WlMgrpLouGxzJAUVv,run it up (feat. pop smoke),nav,7rkW85dBwwrJtlHRDkJDAC, canadianhiphop hiphop melodicrap poprap rap torontorap trap ,pop,0.874,0.656,-6.478,0.091,0.585,0.0,0.251,0.561,134.022
5R9k9x85lAYbamdUoKAJvj,dior (with gunna) - remix,pop smoke,0eDvMgVFoNV3TpwtrVCoTj, brooklyndrill ,pop,0.73,0.816,-5.402,0.304,0.177,1.23e-05,0.415,0.803,142.054
17larILaMHwsprsMFnYI77,big poppa - 2005 remaster,the notorious b.i.g.,5me0Irg2ANcsgc93uaYrpb, eastcoasthiphop gangsterrap hardcorehiphop hiphop rap ,pop,0.778,0.578,-7.22,0.274,0.432,0.0,0.138,0.758,84.487
6O7fPYTsb2mY0PiFt2ymDB,aim for the moon (feat. quavo),pop smoke,0eDvMgVFoNV3TpwtrVCoTj, brooklyndrill ,pop,0.713,0.605,-7.487,0.107,0.497,3.46e-06,0.115,0.432,142.025
5eJpwQyirY5EEdNadHKRAM,mannequin (feat. lil tjay),pop smoke,0eDvMgVFoNV3TpwtrVCoTj, brooklyndrill ,pop,0.683,0.799,-5.923,0.3,0.456,0.0,0.264,0.752,145.128
24SDeYAeTFda8OUzVI1VR6,twist & turn (feat. drake & partynextdoor),popcaan,62DmErcU7dqZbJaDqwsqzR, dancehall reggaefusion ,pop,0.571,0.747,-4.659,0.17,0.478,0.0,0.116,0.635,106.253
3NRJ0dKxam2wlFXOuSvlyQ,secrets,onerepublic,5Pwc4xIPtQLFEnJriah9YJ, dancepop neomellow pianorock pop popdance poprock ,pop,0.517,0.762,-6.224,0.0361,0.0734,0.0,0.116,0.382,148.019
0Tm6x4oJEjijVO7Yuqtfda,black mask (feat. pop smoke),jay gwuapo,5qrzeukNCU5ixZH3LhQi2j, brooklyndrill nycrap ,pop,0.824,0.666,-7.079,0.228,0.0361,0.0,0.388,0.263,144.02
58mtgcQVZ56NgWHKsN94nD,come over (feat. popcaan),jorja smith,1CoZyIx7UvdxT5c8UkMzHd, alternativer&b dancepop pop ukcontemporaryr&b ,pop,0.702,0.652,-5.587,0.318,0.0608,2.21e-06,0.277,0.524,178.011
24b6djSbUFQtXAdyb3FMbr,ptsd,pop smoke,0eDvMgVFoNV3TpwtrVCoTj, brooklyndrill ,pop,0.599,0.622,-4.313,0.264,0.124,0.00278,0.158,0.199,91.615
55fQDT4ltQgOEuHCgLBURo,bubble pop electric,gwen stefani,4yiQZ8tQPux8cPriYMWUFP, dancepop europop hippop pop popdance poprock post-teenpop urbancontemporary ,pop,0.567,0.976,-3.866,0.263,0.00052,0.00265,0.114,0.349,193.973
5xKXcU8tpSYz7C7wrMMYec,hotel lobby,pop smoke,0eDvMgVFoNV3TpwtrVCoTj, brooklyndrill ,pop,0.688,0.61,-6.79,0.109,0.198,0.00154,0.114,0.201,88.995
7mpoOB5YMpPnbllsALgSfr,flexin',pop smoke,0eDvMgVFoNV3TpwtrVCoTj, brooklyndrill ,pop,0.605,0.868,-5.802,0.317,0.113,3.79e-05,0.305,0.517,147.937
6mH3qVIeOsnQIAho5eWwhH,cups (pitch perfect’s “when i’m gone”) - pop version,anna kendrick,6xfqnpe2HnLVUaYXs2F8YS, hollywood showtunes ,pop,0.878,0.455,-8.845,0.077,0.0462,0.00484,0.0353,0.79,129.953
3QqJ44HiM84iyZS0G2IKIP,paranoia (feat. gunna & young thug),pop smoke,0eDvMgVFoNV3TpwtrVCoTj, brooklyndrill ,pop,0.568,0.646,-4.369,0.219,0.231,0.0,0.12,0.24,143.877
0JhonNQL2ixH1JcsgEj4Hn,war,pop smoke,0eDvMgVFoNV3TpwtrVCoTj, brooklyndrill ,pop,0.65,0.778,-4.226,0.134,0.221,0.0,0.0695,0.6,141.849
3GLxqHdlc5EgdDaon3BShy,1-800-273-8255,logic,4xRYI6VqpkE3UwrDrAZL8L, conscioushiphop dmvrap hiphop poprap rap ,pop,0.623,0.594,-7.766,0.0418,0.55,0.0,0.179,0.363,100.038
